intent,subintent,sentence
appraisal,bad,not good
appraisal,bad,I'm afraid it's bad
appraisal,bad,no it's bad
appraisal,bad,that was awful
appraisal,bad,bad
appraisal,bad,so bad
appraisal,bad,this is too bad
appraisal,bad,terrible
appraisal,bad,horrible
appraisal,bad,horrific
appraisal,bad,abysmal
appraisal,bad,it's bad
appraisal,bad,no good
appraisal,bad,that was bad
appraisal,bad,that was horrible
appraisal,bad,that's lame
appraisal,bad,that's not good
appraisal,bad,that's terrible
appraisal,bad,that's too bad
appraisal,bad,this is not good
appraisal,bad,too bad
appraisal,bad,very bad
appraisal,bad,bad girl
appraisal,bad,it's not good
appraisal,bad,not so good
appraisal,bad,it's very bad
appraisal,bad,it's too bad
appraisal,bad,that's not good enough
appraisal,bad,well too bad
appraisal,bad,bad very bad
appraisal,bad,it's so bad
appraisal,bad,really bad
appraisal,bad,it's really bad
appraisal,bad,bad idea
appraisal,bad,that is bad
appraisal,bad,that was not good
appraisal,bad,it's not so good
appraisal,bad,not a good one
appraisal,bad,oh that's not good
appraisal,bad,not too good
appraisal,bad,so lame
appraisal,bad,that's really bad
appraisal,bad,it is too bad
appraisal,bad,bad really bad
appraisal,bad,not okay
appraisal,bad,Nothing
appraisal,bad,Shut up
appraisal,bad,nothing
appraisal,bad,Fool
appraisal,good,so cool
appraisal,good,cool
appraisal,good,that is good
appraisal,good,glad to hear that
appraisal,good,that's very nice of you
appraisal,good,terrific
appraisal,good,it's amazing
appraisal,good,that's awesome
appraisal,good,perfect
appraisal,good,excellent
appraisal,good,brilliant
appraisal,good,that's great
appraisal,good,it's good
appraisal,good,it's great
appraisal,good,fine
appraisal,good,good
appraisal,good,nice
appraisal,good,that's fine
appraisal,good,very good
appraisal,good,amazing
appraisal,good,fantastic
appraisal,good,great
appraisal,good,good very good
appraisal,good,that's very good
appraisal,good,really good
appraisal,good,it is fine
appraisal,good,it is good
appraisal,good,it's great
appraisal,good,it's perfect
appraisal,good,much better
appraisal,good,not bad
appraisal,good,not too bad
appraisal,good,it's very good
appraisal,good,marvelous
appraisal,good,that's nice
appraisal,good,pleasant
appraisal,good,pretty good
appraisal,good,really nice
appraisal,good,splendid
appraisal,good,straight
appraisal,good,super
appraisal,good,super fantastic
appraisal,good,sweet
appraisal,good,really well
appraisal,good,very well
appraisal,good,that is awesome
appraisal,good,that is nice
appraisal,good,that is wonderful
appraisal,good,that was amazing
appraisal,good,that was awesome
appraisal,good,that was cute
appraisal,good,that was pretty good
appraisal,good,that was very good
appraisal,good,that's a good idea
appraisal,good,that's a good thing
appraisal,good,that's amazing
appraisal,good,that's awesome thank you
appraisal,good,that's better
appraisal,good,that's cute
appraisal,good,that's fantastic
appraisal,good,that's much better
appraisal,good,that's nice of you
appraisal,good,that's not bad
appraisal,good,that's perfect
appraisal,good,that's pretty good
appraisal,good,that's really good
appraisal,good,that's really nice
appraisal,good,that's sweet of you
appraisal,good,that's very nice
appraisal,good,that's wonderful
appraisal,good,this is awesome
appraisal,good,this is good
appraisal,good,this is great
appraisal,good,very nice
appraisal,good,very then
appraisal,good,wonderful
appraisal,good,I'm glad to hear that
appraisal,good,ok good
appraisal,good,good for you
appraisal,good,good to know
appraisal,good,glad to hear it
appraisal,good,so good
appraisal,good,so nice of you
appraisal,good,so sweet of you
appraisal,good,it was good
appraisal,good,oh well
appraisal,good,good thing
appraisal,good,that was good
appraisal,good,it's awesome
appraisal,good,okay good
appraisal,good,it's fine
appraisal,good,no it's okay
appraisal,good,that's great
appraisal,good,very nice
appraisal,good,it's very good
appraisal,good,that's fine
appraisal,good,good for you
appraisal,no_problem,no worries
appraisal,no_problem,no probs
appraisal,no_problem,no problem
appraisal,no_problem,there's no problem
appraisal,no_problem,sure no problem
appraisal,no_problem,no problem about that
appraisal,no_problem,don't worry
appraisal,no_problem,don't worry there's no problem
appraisal,no_problem,"yeah, no probs"
appraisal,no_problem,i have no problem with that
appraisal,no_problem,not a problem at all.
appraisal,no_problem,Okay no probs
appraisal,thank_you,you helped a lot thank you
appraisal,thank_you,appreciate your help
appraisal,thank_you,cheers
appraisal,thank_you,thank you
appraisal,thank_you,thanks
appraisal,thank_you,thanks a lot
appraisal,thank_you,terrific thank you
appraisal,thank_you,great thank you
appraisal,thank_you,thanks so much
appraisal,thank_you,thank you so much
appraisal,thank_you,thanks for your help
appraisal,thank_you,thank you for your help
appraisal,thank_you,nice thank you
appraisal,thank_you,I appreciate it
appraisal,thank_you,I thank you
appraisal,thank_you,thank you that will be all
appraisal,thank_you,thanks buddy
appraisal,thank_you,thanks love
appraisal,thank_you,thank you my friend
appraisal,thank_you,well thanks
appraisal,thank_you,very good thank you
appraisal,thank_you,good thanks
appraisal,thank_you,thanks again
appraisal,thank_you,thank you again
appraisal,thank_you,all thank you
appraisal,thank_you,alright thank you
appraisal,thank_you,alright thanks
appraisal,thank_you,no thank you that's all
appraisal,thank_you,perfect thank you
appraisal,thank_you,so nice of you
appraisal,thank_you,well thank you
appraisal,thank_you,well thanks
appraisal,thank_you,thnx
appraisal,thank_you,thank you
appraisal,thank_you,tqsm
appraisal,thank_you,ty
appraisal,welcome,that's my pleasure
appraisal,welcome,my pleasure
appraisal,welcome,anytime
appraisal,welcome,welcome
appraisal,welcome,you're welcome
appraisal,welcome,sure welcome
appraisal,welcome,welcome here
appraisal,welcome,you're so welcome
appraisal,welcome,anything you want
appraisal,welcome,i'm glad
appraisal,welcome,pleasure is mine
appraisal,well_done,good job
appraisal,well_done,great job
appraisal,well_done,way to go
appraisal,well_done,well done
appraisal,well_done,nice work
appraisal,well_done,great work
appraisal,well_done,amazing work
appraisal,well_done,you did a wonderful job
appraisal,well_done,bravo
appraisal,well_done,fantastic
appraisal,well_done,good work
appraisal,well_done,marvelous
appraisal,well_done,splendid
appraisal,well_done,mind blowing
appraisal,well_done,just great
appraisal,well_done,u r awesome
appraisal,well_done,kudos
appraisal,well_done,brilliant
appraisal,well_done,out standing
appraisal,well_done,zing zing amazing
confirmation,cancel,nevermind forget about it
confirmation,cancel,nothing just forget it
confirmation,cancel,no just cancel
confirmation,cancel,sorry cancel
confirmation,cancel,disregard
confirmation,cancel,no cancel cancel
confirmation,cancel,forget
confirmation,cancel,cancel everything
confirmation,cancel,cancel that one
confirmation,cancel,i want to cancel
confirmation,cancel,cancel it
confirmation,cancel,cancelled
confirmation,cancel,cancel it now
confirmation,cancel,don't want cancel
confirmation,cancel,cancel soon
confirmation,cancel,shall stand cancelled
confirmation,no,don't
confirmation,no,don't want
confirmation,no,need not
confirmation,no,don't come 
confirmation,no,never help
confirmation,no,never
confirmation,no,not needed
confirmation,no,of course not
confirmation,no,never
confirmation,no,not at this time
confirmation,no,not exactly
confirmation,no,absolutely no
confirmation,no,no forget
confirmation,no,do not
confirmation,no,no thanks
confirmation,no,no don't want
confirmation,no,sorry no
confirmation,no,don't want your help
confirmation,no,I don't you help
confirmation,no,I don't want your assistance
confirmation,no,get out goodbye
confirmation,no,i do not want your help
confirmation,no,i don't need your help
confirmation,no,i don't want your help
confirmation,no,i am not okay with your help
confirmation,no,don't want
confirmation,no,do not
confirmation,no,I don't need anything from you
confirmation,no,okay keep it in mind
confirmation,no,nope i dont need your help
confirmation,no,Don't show off
confirmation,no,nope
confirmation,yes,yeah exactly
confirmation,yes,okay that's fine
confirmation,yes,I agree
confirmation,yes,that is ok
confirmation,yes,I guess
confirmation,yes,okey
confirmation,yes,ya
confirmation,yes,ok yes
confirmation,yes,yes it is
confirmation,yes,yep
confirmation,yes,yew
confirmation,yes,yeah 
confirmation,yes,yeah fine
confirmation,yes,yea fine
confirmation,yes,yep okay
confirmation,yes,fine okay
confirmation,yes,yup
confirmation,yes,YEAH
confirmation,yes,okay buddy
confirmation,yes,oh okay
confirmation,yes,yeah sure
confirmation,yes,okay cool
confirmation,yes,coool
dialog,hold_on,wait a second
dialog,hold_on,could you wait
dialog,hold_on,wait please
dialog,hold_on,hold on
dialog,hold_on,wait
dialog,hold_on,oh wait
dialog,hold_on,wait hold on
dialog,hold_on,don't rush
dialog,hold_on,wait one sec
dialog,hold_on,hold on for a sec
dialog,hold_on,hold on man
dialog,hold_on,wait a sec
dialog,hold_on,hold on a min
dialog,hold_on,will u pls wait for a sec
dialog,hug,wanna hug
dialog,hug,hug you
dialog,hug,do you want a hug
dialog,hug,may I hug you
dialog,hug,could you give me a hug
dialog,hug,I want a hug
dialog,hug,hug
dialog,hug,hug me
dialog,hug,hugged
dialog,hug,you hugged
dialog,hug,hugging
dialog,hug,hugging me
dialog,hug,hugged me
dialog,hug,want a hug
dialog,hug,a hug
dialog,hug,I want hug you
dialog,i_do_not_care,I don't care
dialog,i_do_not_care,I shouldn't care about this
dialog,i_do_not_care,whatever
dialog,i_do_not_care,I do not care
dialog,i_do_not_care,I don't care at all
dialog,i_do_not_care,not caring
dialog,i_do_not_care,not care at all
dialog,i_do_not_care,don't care at all
dialog,i_do_not_care,not caring at all
dialog,i_do_not_care,idc
dialog,i_do_not_care,i don't care about all this.
dialog,i_do_not_care,like i care
dialog,sorry,excuse me
dialog,sorry,apologise
dialog,sorry,I apologize
dialog,sorry,sorry
dialog,sorry,I'm sorry
dialog,sorry,I am so sorry
dialog,sorry,my apologies
dialog,sorry,apologies
dialog,sorry,apologies to me
dialog,sorry,apology
dialog,sorry,excuse
dialog,sorry,I beg your pardon
dialog,sorry,pardon
dialog,sorry,I said sorry
dialog,sorry,I am really sorry
dialog,sorry,forgive me
dialog,sorry,sorry about that
dialog,sorry,sorry about this
dialog,sorry,really sorry
dialog,sorry,very sorry
dialog,sorry,ok sorry
dialog,sorry,I want to say sorry
dialog,sorry,alright I'm sorry
dialog,sorry,okay I'm sorry
dialog,what_do_you_mean,what exactly do you mean?
dialog,what_do_you_mean,what do you mean? 
dialog,what_do_you_mean,is that what you mean
dialog,what_do_you_mean,what do you mean exactly?
dialog,what_do_you_mean,but what do you mean
dialog,what_do_you_mean,what did you mean?
dialog,what_do_you_mean,i don't understand what you meant
dialog,what_do_you_mean,what did you blabber?
dialog,what_do_you_mean,don't blabber
dialog,what_do_you_mean,you don't understand like anything
dialog,what_do_you_mean,Why do you lie?
dialog,wrong,that was wrong
dialog,wrong,that's not what I asked
dialog,wrong,that's wrong
dialog,wrong,wrong
dialog,wrong,it is not right
dialog,wrong,that's not right
dialog,wrong,it's wrong
dialog,wrong,that is incorrect
dialog,wrong,incorrect
dialog,wrong,not correct
dialog,wrong,you are wrong
dialog,wrong,not right
dialog,wrong,don't think that you know everything
dialog,wrong,u don't know anything
dialog,wrong,you misinterpret
dialog,wrong,you misunderstood
dialog,wrong,u took it in a wrong way
greetings,bye,okay see you later
greetings,bye,hope to see you later
greetings,bye,bye for now
greetings,bye,till next time
greetings,bye,I must go
greetings,bye,bye
greetings,bye,goodbye
greetings,bye,see you
greetings,bye,see you soon
greetings,bye,bye-bye
greetings,bye,bye bye good night
greetings,bye,good bye
greetings,bye,bye bye see you
greetings,bye,bye bye see you soon
greetings,bye,bye bye take care
greetings,bye,I said bye
greetings,bye,never mind bye
greetings,bye,now bye
greetings,bye,that's all goodbye
greetings,bye,that's it goodbye
greetings,bye,leave me alone
greetings,bye,go to bed
greetings,bye,goodbye for now
greetings,bye,talk to you later
greetings,bye,you can go now
greetings,bye,get lost
greetings,bye,goodbye see you later
greetings,bye,alright bye
greetings,bye,see ya
greetings,bye,thanks bye bye
greetings,bye,okay bye
greetings,bye,okay thank you bye
greetings,bye,see you tomorrow
greetings,bye,ok bye
greetings,bye,c u
greetings,goodnight,GN
greetings,goodnight,sweet dreams
greetings,goodnight,good night
greetings,goodnight,have a good night
greetings,goodnight,good night to you
greetings,goodnight,thank you good night
greetings,goodnight, bye good night
greetings,goodnight,good night bye
greetings,goodnight,bye good night
greetings,goodnight,good good night
greetings,goodnight,good night for now
greetings,goodnight,goodnight
greetings,goodnight,night
greetings,goodnight,thanks goodnight
greetings,goodnight,good night see you tomorrow
greetings,goodnight,alright goodnight
greetings,goodnight,good tonight
greetings,goodnight,okay have a good night
greetings,goodnight,night
greetings,goodnight,have a good night
greetings,how_are_you,how is your morning so far
greetings,how_are_you,how are you getting on
greetings,how_are_you,how's your day going
greetings,how_are_you,how are you?
greetings,how_are_you,is everything all right
greetings,how_are_you,how are you doing?
greetings,how_are_you,how are the things going
greetings,how_are_you,are you alright
greetings,how_are_you,are you okay?
greetings,how_are_you,how are you feeling
greetings,how_are_you,how are you going?
greetings,how_are_you,is everything okay
greetings,how_are_you,how are you today?
greetings,how_are_you,how do you do?
greetings,how_are_you,how do you feel?
greetings,how_are_you,how have you been?
greetings,how_are_you,how is it going?
greetings,how_are_you,how is your day
greetings,how_are_you,how is your day going
greetings,how_are_you,how is your evening
greetings,how_are_you,how was your day
greetings,how_are_you,are you having a good day
greetings,how_are_you,hope your day is going well
greetings,how_are_you,hope you re having a pleasant evening
greetings,how_are_you,how's life?
greetings,how_are_you,I'm fine and you
greetings,how_are_you,how is your life
greetings,how_are_you,how has your day been
greetings,how_are_you,how is your morning going
greetings,how_are_you,how has your day been going
greetings,how_are_you,how about you?
greetings,how_are_you,how is your day being
greetings,how_are_you,how is your day going on
greetings,how_are_you,how your day is going
greetings,how_are_you,what was your day like
greetings,how_are_you,what about your day
greetings,how_are_you,how's your day
greetings,how_are_you,how are you doing this morning
greetings,how_are_you,how do you do?
greetings,how_are_you,how are you
greetings,how_are_you,how are you
greetings,nice_to_meet_you,nice to meet you
greetings,nice_to_meet_you,it was nice meeting you
greetings,nice_to_meet_you,it was very nice to meet you
greetings,nice_to_meet_you,good to know each other
greetings,nice_to_meet_you,glad to meet you
greetings,nice_to_meet_you,nice meeting you
greetings,nice_to_meet_you,nice to meet you too
greetings,nice_to_meet_you,pleased to meet you
greetings,nice_to_meet_you,pleasure to meet you
greetings,nice_to_meet_you,pleasure to meet you too
greetings,nice_to_meet_you,happy to meet you
greetings,nice_to_meet_you,It’s a pleasure to meet you again
greetings,nice_to_meet_you,It’s very nice to meet you
greetings,nice_to_meet_you,Lovely to meet you
greetings,nice_to_meet_you,How wonderful to meet you
greetings,nice_to_meet_you,It was lovely meeting you
greetings,nice_to_meet_you,It’s been a pleasure meeting you
greetings,nice_to_meet_you,I’ve enjoyed meeting you
greetings,nice_to_meet_you,Great interacting with you
greetings,nice_to_meet_you,I had a great time or meeting
greetings,nice_to_see_you,it's nice to see you
greetings,nice_to_see_you,lovely to see you
greetings,nice_to_see_you,I'm glad to see you
greetings,nice_to_see_you,great to see you
greetings,nice_to_see_you,it's good to see you
greetings,nice_to_see_you,glad to see you
greetings,nice_to_see_you,how good it is to see you
greetings,nice_to_see_you,always a pleasure to see you
greetings,nice_to_see_you,nice to see you
greetings,nice_to_see_you,good to see you
greetings,nice_to_see_you,great to see you again
greetings,nice_to_see_you,great to see you too
greetings,nice_to_see_you,I am glad to see you again
greetings,nice_to_see_you,nice to see you again
greetings,nice_to_see_you,good to see you again
greetings,nice_to_see_you,it's good to see you too
greetings,nice_to_see_you,It was great catching up with u
greetings,nice_to_see_you,I'm really pleased to see u again
greetings,nice_to_see_you,I’m delighted to see you again
greetings,nice_to_see_you,Great seeing u
greetings,nice_to_talk_to_you,it's been so nice to talk to you
greetings,nice_to_talk_to_you,it's been a pleasure talking to you
greetings,nice_to_talk_to_you,nice to talk to you
greetings,nice_to_talk_to_you,it's nice to talk to you
greetings,nice_to_talk_to_you,nice talking to you
greetings,nice_to_talk_to_you,it is nice talking to you
greetings,nice_to_talk_to_you,how nice it is to talk to you
greetings,nice_to_talk_to_you,it was great chatting with you
greetings,nice_to_talk_to_you,nice to talk to you again 
greetings,nice_to_talk_to_you,It was nice speaking with you
greetings,nice_to_talk_to_you,It was great to talk to you
greetings,nice_to_talk_to_you,nice chatting with you
greetings,nice_to_talk_to_you,pleased to talk to you
greetings,nice_to_talk_to_you,pleasure to talk
greetings,nice_to_talk_to_you,It's been a pleasure talking to u
greetings,whatsup,what is on your mind?
greetings,whatsup,what's happened
greetings,whatsup,what is up
greetings,whatsup,what's up
greetings,whatsup,whazzup
greetings,whatsup,sup?
greetings,whatsup,good what's up
greetings,whatsup,I said what's up
greetings,whatsup,then what's up
greetings,whatsup,what's shaking
greetings,whatsup,wassup
greetings,whatsup,what are you doing?
greetings,whatsup,what is going on
greetings,whatsup,what is happening
greetings,whatsup,what's cracking
greetings,whatsup,what's cooking
greetings,whatsup,hey what's up
greetings,whatsup,what's up today
greetings,whatsup,oh What happened?
greetings,whatsup,What are you upto?
greetings,whatsup,hey buddy wassup
greetings,whatsup,sup then
greetings,whatsup,so wassup
greetings,whatsup,buddy sup
greetings,whatsup,What are you doing?
greetings,whatsup,what is up with you these days?
greetings,whatsup,What you upto?
greetings,whatsup,then?
greetings,whatsup,wassup yo
greetings,whatsup,sup yo
greetings,whatsup,wassap yo
user,angry,I'm being mad
user,angry,I'm enraged
user,angry,I'm angry
user,angry,I'm furious
user,angry,I am angry with you
user,angry,I am mad
user,angry,I am mad at you
user,angry,i'm pissed off
user,angry,you have pissed me off
user,angry,I'm mad at you
user,angry,I am pissed
user,angry,I'm furious with you
user,angry,I got angry
user,angry,I was angry
user,angry,I became angry
user,angry,I was very angry
user,angry,You bet I'm angry
user,angry,That made me angry
user,angry,U made me angry
user,angry,I'm still angry about that
user,back,boss is back
user,back,I am back
user,back,I'm here again
user,back,here I am again
user,back,I got back
user,back,I came back
user,back,I have returned
user,back,I am right back
user,back,I'm rb
user,back,I'm here
user,back,I'm back again
user,back,am back
user,back,I'm back
user,back,I am right back
user,back,look who is back
user,bored,soo bored
user,bored,that was boring
user,bored,I'm bored
user,bored,bored
user,bored,boring
user,bored,I am getting bored
user,bored,Staying at home is boring
user,bored,very boring
user,bored,it bores me
user,bored,i had a slow day
user,bored,i am very bored
user,bored,Im kinda bored today 
user,bored,I've never been more bored
user,bored,I was bored
user,bored,It's boring
user,bored,This is boring
user,bored,We're all bored
user,bored,It's very boring
user,bored,I'm already bored
user,bored,I'm bored out of my mind
user,excited,I am excited
user,excited,I'm really excited
user,excited,how excited I am
user,excited,I'm thrilled
user,excited,I'm excited about working with you
user,excited,I'm excited to start our friendship
user,excited,I'm thrilled
user,excited,I am thrilled to talk to you
user,excited,I'm damn excited
user,excited,I'm hyped
user,excited,I'm very excited
user,excited,I felt excited
user,excited,It was exciting 
user,excited,That was exciting
user,excited,I'm really excited
user,excited,How exciting!
user,excited,i'm excited about tomorrow
user,excited,It was very exciting! I'd like to use this feature again
user,excited,I'm pretty excited about it
user,excited,It's fun and exciting
user,good,I am good
user,good,I'm doing just great
user,good,I'm doing fine
user,good,I'm good
user,good,I'm doing good
user,good,I'm great thanks
user,good,I'm super good
user,good,I'm feeling great
user,good,I'm in a good mood
user,good,I'm doing really good
user,good,good
user,good,It's good
user,good,I feel good
user,good,That's good
user,good,That feels good
user,good,I feel very good
user,good,i am pretty good
user,good,I feel good today
user,good,I am really good
user,happy,Feeling happy
user,happy,I am happy
user,happy,I'm happy to see you
user,happy,happy
user,happy,if you're happy then I'm happy
user,happy,I'm happy for you
user,happy,I'm happy to help
user,happy,I'm happy to see you
user,happy,you made me very happy
user,happy,I'm glad to see you 
user,happy,I'm happy to talk to you
user,happy,I was the happiest man on earth
user,happy,I'm just really happy right now
user,happy,I'm really happy I ran into you
user,happy,I feel happiest when I'm chatting with u
user,happy,Nobody but you can make me happy
user,happy,"Whenever I see you, I feel happy"
user,happy,ur smile always makes me happy
user,happy,i feel happy
user,happy,i was so happy
user,here,I'm here
user,here,here buddy
user,here,here dude
user,here,I am here
user,here,here I am
user,here,I'm right here
user,here,I'm already here
user,here,I'm here buddy
user,here,I've not gone anywhere
user,here,I've been here all the time
user,here,I'm here only
user,here,Here i come
user,here,I'm out here
user,here,i am over here
user,here,Now look here
user,here,Look over here
user,here,I just got here
user,joking,I am joking
user,joking,I'm kidding
user,joking,I'm just being funny
user,joking,it was a joke
user,joking,I was just joking
user,joking,it's a joke
user,joking,joking
user,joking,just kidding
user,joking,kidding
user,joking,I'm just playing with you
user,joking,This was meant as a joke
user,joking,i told a joke
user,joking,I'm just joking
user,joking,I was just joking
user,joking,It was just a joke
user,joking,It's all a big joke
user,joking,I meant it as a joke
user,joking,That was just a joke
user,joking,i said that as a joke
user,joking,"I'm joking, of course  "
user,likes_agent,I like you the way you are
user,likes_agent,I like you
user,likes_agent,I like you a lot
user,likes_agent,I think I like you
user,likes_agent,I liked you
user,likes_agent,like you a lot
user,likes_agent,you are special
user,likes_agent,I like you too
user,likes_agent,I really like you
user,likes_agent,but I like you
user,likes_agent,I like u
user,likes_agent,just like you
user,likes_agent,I like you very much
user,likes_agent,I like you so much
user,likes_agent,yeah I like you
user,likes_agent,you're special
user,likes_agent,yes I like you
user,likes_agent,okay I like you
user,likes_agent,you are special to me
user,likes_agent,you are very special
user,likes_agent,you are so sweet
user,likes_agent,you know I like you
user,likes_agent,that's why I like you
user,likes_agent,I like you baby
user,likes_agent,you are very special to me
user,likes_agent,I just like you
user,likes_agent,hey I like you
user,likes_agent,thank you I like you too
user,likes_agent,I do like you
user,likes_agent,you are special for me
user,likes_agent,no I like you the way you are
user,likes_agent,I like you already
user,likes_agent,well you are special
user,likes_agent,but I really like you
user,likes_agent,I like you more
user,likes_agent,that's what I like about you
user,likes_agent,you are so special
user,likes_agent,hi I like you
user,likes_agent,I really really like you
user,likes_agent,you're very special
user,likes_agent,I like you as a friend
user,likes_agent,that's because you are special
user,likes_agent,I said I like you
user,likes_agent,you're so special
user,likes_agent,good I like you
user,likes_agent,yes you are special
user,likes_agent,I like your smile
user,likes_agent,I like you as you are
user,likes_agent,I'm starting to like you
user,likes_agent,you're awesome I like you
user,likes_agent,I also like you
user,likes_agent,but I like u
user,likes_agent,of course I like you
user,likes_agent,I like you too you're one of my favorite people to chat with
user,likes_agent,but I like you so much
user,likes_agent,really like you
user,likes_agent,you're funny I like you
user,likes_agent,I kinda like you
user,likes_agent,you're so special to me
user,likes_agent,you're very special to me
user,likes_agent,I like that about you
user,likes_agent,but I like you just the way you are
user,likes_agent,okay I like you too
user,likes_agent,I like you you're cool
user,likes_agent,I like you very
user,likes_agent,I like you you're nice
user,likes_agent,sorry I like you
user,likes_agent,thanks I like you too
user,likes_agent,you are really special
user,likes_agent,you are so special to me
user,likes_agent,cuz I like you
user,likes_agent,I like you now
user,likes_agent,I like you too much
user,likes_agent,I really do like you
user,likes_agent,I really really really really like you
user,likes_agent,I like you just the way you are
user,likes_agent,
user,lonely,I am lonely
user,lonely,I'm very lonely
user,lonely,I'm so lonely
user,lonely,I'm really lonely
user,lonely,I am feeling lonely
user,lonely,I feel lonely
user,lonely,I am a loner
user,lonely,I don't have any company
user,lonely,I don't have anyone else
user,lonely,I'm always alone
user,lonely,I'm alone
user,lonely,am all alone
user,lonely,I live alone
user,lonely,I'm all alone
user,lonely,I've gotten used to living alone
user,lonely,I think I've been living alone too long
user,lonely,One of the disadvantages of living alone is that you have no one to talk to
user,lonely,I am still alone
user,lonely,i lives in this city all alone
user,lonely,I am used to living alone
user,looks_like,what do I look like
user,looks_like,how do I look?
user,looks_like,how do I look like
user,looks_like,do I look good ?
user,looks_like,do you know what I look like ?
user,looks_like,can you tell what I look like ?
user,looks_like,what do you think I look like?
user,looks_like,am i good looking?
user,looks_like,what do you think about my looks
user,looks_like,Whom do i look like?
user,looks_like,what do u think of me?
user,looks_like,what do u think about me?
user,looks_like,do u think i look good?
user,looks_like,any idea of how good i look like?
user,looks_like,Ain't i look good?
user,loves_agent,I love you
user,loves_agent,love you
user,loves_agent,I adore you
user,loves_agent,I am in love with you
user,loves_agent,I love you so much
user,loves_agent,I love you too
user,loves_agent,I think I love you
user,loves_agent,loving you
user,loves_agent,you know I love you
user,loves_agent,do you love me ?
user,loves_agent,Love you so much
user,loves_agent,my heart is filled with you
user,loves_agent,I love u to the moon and back
user,loves_agent,I am in deep love with you
user,loves_agent,you r unique
user,misses_agent,I miss you
user,misses_agent,missing you
user,misses_agent,miss you
user,misses_agent,I miss you very much
user,misses_agent,I'll miss you so much
user,misses_agent,I missed you
user,misses_agent,I've missed you
user,misses_agent,miss you buddy
user,misses_agent,miss you badly
user,misses_agent,miss you :(
user,misses_agent,I missed you
user,misses_agent,I'll miss you
user,misses_agent,We'll miss you
user,misses_agent,I just miss you
user,misses_agent,I've missed you
user,misses_agent,I miss you a lot
user,misses_agent,I really miss you
user,misses_agent,I miss you already
user,misses_agent,I think i miss u
user,misses_agent,I miss talking with you
user,needs_advice,what should I do about it
user,needs_advice,any suggestions
user,needs_advice,what do you recommend
user,needs_advice,give me a wise advice
user,needs_advice,I need advice
user,needs_advice,any advice
user,needs_advice,do you have any advice for me
user,needs_advice,advise me
user,needs_advice,what should I do
user,needs_advice,can I ask for your advice
user,needs_advice,can you advise me
user,needs_advice,guide me
user,needs_advice,can you give me advice
user,needs_advice,can you offer any advice
user,needs_advice,give me some advice about
user,needs_advice,give me some good advice
user,needs_advice,help me with advice
user,needs_advice,I could use some advice
user,needs_advice,I need an advice from you
user,needs_advice,I seek your advice
user,needs_advice,what can you recommend
user,needs_advice,what do you suggest
user,needs_advice,what is your advice
user,tired,I'm drained
user,tired,I've overworked
user,tired,I am tired
user,tired,I'm exhausted
user,tired,I grow weary
user,tired,I'm worn out
user,tired,I'm getting tired
user,tired,I feel tired
user,tired,I'm so tired
user,tired,I'm completely drained out
user,tired,I'm very tired 
user,tired,i was tired
user,tired,i feel tired
user,tired,i'm dead tired
user,tired,I'm a bit tires
user,tired,I was very tired
user,tired,I am really tired
user,tired,i am awfully tired
user,tired,i am kind of so tired
user,tired,I am little tired
user,wants_to_see_agent_again,I'd like to see you again
user,wants_to_see_agent_again,I hope to see you again
user,wants_to_see_agent_again,would be nice to see you again
user,wants_to_see_agent_again,that'd be great to see you again
user,wants_to_see_agent_again,I'd be happy to see you again
user,wants_to_see_agent_again,let's meet soon
user,wants_to_see_agent_again,i want to see you again soon
user,wants_to_see_agent_again,let's catch up soon
user,wants_to_see_agent_again,I will see you soon
user,wants_to_see_agent_again,want to see u very badly
user,wants_to_see_agent_again,I want to see you again
user,wants_to_talk,let's discuss something
user,wants_to_talk,let's have a discussion
user,wants_to_talk,can I speak
user,wants_to_talk,can I start speaking
user,wants_to_talk,can we talk
user,wants_to_talk,speak with me
user,wants_to_talk,let's talk
user,wants_to_talk,I want to talk to you
user,wants_to_talk,I need to talk to you
user,wants_to_talk,I want to speak with you
user,wants_to_talk,can we chat
user,wants_to_talk,I like talking to you
user,wants_to_talk,Talk  to me
user,wants_to_talk,Want to talk now
user,wants_to_talk,Can I talk now?
user,wants_to_talk,Can we talk here?
user,wants_to_talk,I'm ready to talk
user,wants_to_talk,I'm happy to talk
user,wants_to_talk,Can I talk with you?
user,wants_to_talk,"Come on, talk to me"
user,will_be_back,I'll get back to you in a moment
user,will_be_back,be back in 5 minutes
user,will_be_back,I'll be back
user,will_be_back,I promise to come back
user,will_be_back,I'll be back in a few minutes
user,will_be_back,I'll brb
user,will_be_back,brb
user,will_be_back,I'll be right back
user,will_be_back,I'll come back
user,will_be_back,I shall be back
user,will_be_back,I assure that i will be back soon
user,will_be_back,I would be back man
user,will_be_back,i will get back to u
user,will_be_back,give me five
user,will_be_back,one sec
user,will_be_back,i will return
user,will_be_back,i'll return shortly
user,will_be_back,I'll return in a jiffy
user,will_be_back,"When I return, we'll talk"
user,will_be_back,I'll return in ten minute
